"displacement","position","xPushDuration","xPullDuration","yPushDuration","yPullDuration","zPushDuration","zPullDuration"
"407",167,125,36507.5,38600,23612.5,24492.7,24129.8,23720.6
"408",167,146,36129.1,38600,24021.7,27465.5,24245.6,23720.6
"409",167,167,35912.9,38600,24446.4,31025.2,24361.5,23720.6
"410",167,188,35882,38600,24902,35272,24492.7,23720.6
"411",167,209,36059.6,38600,25373,38600,24624,23720.6
"412",167,230,36499.7,38600,25874.9,38600,24770.7,23720.6
"413",167,251,37271.9,38600,26407.7,38600,24932.9,23720.6
"414",167,271,38391.5,38600,26971.4,38600,25095,23720.6
"415",167,292,38600,38600,27635.4,38600,25272.6,23720.6
"416",167,313,38600,38600,28407.6,38600,25473.4,23720.6
"417",167,334,38600,38600,29326.4,38600,25697.3,23720.6
"418",167,355,38600,38600,30461.5,38600,25936.7,23720.6
"419",167,376,38600,38600,31920.9,38600,26206.9,13000
"420",167,397,38600,38600,33889.9,38600,26508.1,13000
"421",167,418,38600,38600,36715.9,38600,26840.1,13000
"422",167,438,38600,38600,38600,38600,27195.3,13000
"423",167,459,38600,38600,38600,38600,27627.7,13000
"424",167,480,19489.2,38600,38600,38600,28121.9,13000
"425",167,501,18802,38600,37078.9,38600,28701,13000
"426",167,522,18253.7,38600,37812.4,38600,29395.9,13000
"427",167,543,18053,38600,37812.4,38600,30229.8,13000
"428",167,564,18392.7,38600,38600,38600,31280,13000
"429",167,585,26909.6,38600,38600,38600,32608.1,13000
"430",167,605,24114.4,38600,38600,38600,34245,13000
"431",167,626,3000,38600,23929.1,38600,36553.8,13000
"432",167,647,3000,38600,23929.1,31303.1,37912.8,13000
"433",167,668,3000,38600,23929.1,31303.1,37912.8,13000
"434",167,689,3000,38600,5000,19844.4,37912.8,13000
"435",167,710,3000,38600,5000,19844.4,37912.8,13000
"436",167,731,3000,38600,5000,7119.3,37912.8,13000
"437",167,752,3000,5000,5000,7119.3,38600,13000
"438",167,772,3000,5000,5000,3500,38600,13000
"439",167,793,3000,5000,5000,3500,38600,13000
"440",167,814,3000,5000,5000,3500,38600,38600
"441",167,835,3000,5000,5000,3500,6000,38600
"442",167,856,3000,5000,5000,3500,6000,38600
"443",167,877,3000,5000,5000,3500,6000,38600
"444",167,898,3000,5000,5000,3500,16199.8,38600
"445",167,919,3000,5000,5000,3500,6000,38600
"446",167,939,3000,5000,5000,3500,6000,38600
"447",167,960,3000,5000,5000,3500,6000,35758.5
"448",167,981,3000,5000,5000,3500,6000,35758.5
"449",167,1002,3000,5000,5000,3500,6000,35758.5
